
Nucleus X, Nucleus Y, Nucleus Z, Nucleus R, Time of Deposition, Timestep
[16.05904242 21.7935759   0.         31.60315715], 2895, 15
[25.40388825 72.13191241  0.82594569 31.5686526 ], 2925, 15
[25.45392407 75.86176204  0.77246956 31.53414807], 2955, 15
[14.75783313  8.94246661  0.         31.46513908], 3015, 15
[90.07078577  5.35384114  0.         31.41338239], 3060, 15
[ 5.54160991 57.05998641  0.         31.34437354], 3120, 15
[ 3.26087886 10.90565519  0.         31.30986914], 3150, 15
[11.48313066 92.7129915   3.3440499  31.24086042], 3210, 15
[33.06210705 76.68558016  0.         31.20635609], 3240, 15
[19.29138519 41.76782733  0.         31.15459964], 3285, 15
[60.76076985 24.27765106  0.         31.12009536], 3315, 15
[93.25027998 16.4691007   2.82877403 31.0855911 ], 3345, 15
[29.7925739  32.8263606   2.85363179 31.05108687], 3375, 15
[ 0.53344177 87.23157519  0.         31.03383476], 3390, 15
[86.37282814  6.17412082  0.         31.01658265], 3405, 15
[ 4.04718946 88.82594954  0.         30.99933056], 3420, 15
[53.13120921 17.00469435  0.51912208 30.98207846], 3435, 15
[ 5.90061231 43.50270766  0.         30.94757429], 3465, 15
[74.76998705 40.40565456  0.         30.89581808], 3510, 15
[25.74022708 70.96778254  0.         30.86131396], 3540, 15
[ 4.14522884 83.19294332  2.42567333 30.84406191], 3555, 15
[95.65596243 89.32519953  0.         30.82680986], 3570, 15
[85.62437594 39.70638374  0.         30.80955782], 3585, 15
[70.32174328 78.19683536  0.         30.79230579], 3600, 15
[ 0.59978009 71.77486624  0.         30.77505376], 3615, 15
[99.46820042 97.93151716  0.         30.75780174], 3630, 15
[26.71451519 32.91647879  0.         30.74054972], 3645, 15
[78.92838734 79.10746444  0.         30.72329771], 3660, 15
[95.65600135 90.00844637  0.         30.7060457 ], 3675, 15
[18.82576674  9.97195292  0.         30.6887937 ], 3690, 15
[76.68617499 40.79823028  3.75735831 30.6715417 ], 3705, 15
[20.98360233 20.53786777  0.         30.61978575], 3750, 15
[30.14297917 83.49909477  0.         30.60253377], 3765, 15
[ 1.5542627  56.07372834  0.         30.5852818 ], 3780, 15
[13.46758271 67.24553572  2.55345972 30.56802984], 3795, 15
[21.33650419 33.45380454  2.66165834 30.55077788], 3810, 15
[14.60128734 47.04321969  0.         30.53352593], 3825, 15
[96.01267952 12.64558661  0.         30.51627398], 3840, 15
[25.39834226 66.86339498  0.         30.46451818], 3885, 15
[23.89053247 68.58792916  2.52611833 30.44726625], 3900, 15
[21.41729597 78.1678608   4.85886144 30.37825861], 3960, 15
[39.31911616 46.06550908  2.04109591 30.36100671], 3975, 15
[ 2.29315407 74.22106135  1.8052168  30.34375482], 3990, 15
[18.98002032 64.72012606  0.         30.32650293], 4005, 15
[57.75766175 89.67853206  0.         30.29199918], 4035, 15
[49.08039277 47.63026343  0.         30.27474731], 4050, 15
[18.07326493 48.7699008   0.         30.25749545], 4065, 15
[30.25846865 68.39845998  0.         30.24024359], 4080, 15
[59.63477031 55.36010626  0.         30.22299174], 4095, 15
[40.07808385 43.85872655  0.77814295 30.18848805], 4125, 15
[75.62603784 58.81637562  1.95612417 30.11948074], 4185, 15
[62.88361603 85.278556    0.         30.10222893], 4200, 15
[ 9.25789301 74.35020345  2.47418419 30.08497712], 4215, 15
[39.37368788 89.90447337  0.70987173 30.05047352], 4245, 15
[14.33900438 93.92144596  2.07833028 30.01596995], 4275, 15
[77.97834993 81.29779528  0.         29.99871817], 4290, 15
[50.00587477 64.66876147  2.88144368 29.9814664 ], 4305, 15
[93.08002703 85.41322061  1.87574475 29.96421463], 4320, 15
[24.50865608 36.46898766  2.6783508  29.94696287], 4335, 15
[73.22196972 30.26208732  2.37649133 29.87795588], 4395, 15
[79.44944947 72.89040382  0.         29.80894898], 4455, 15
[63.30532159  1.00606461  2.22856778 29.75719387], 4500, 15
[41.69939836 90.81691411  0.         29.68818714], 4560, 15
[63.68625612 18.65067709  0.         29.67093547], 4575, 15
[38.20752134 67.84761877  0.         29.65368381], 4590, 15
[ 4.78171536 83.23046452  4.33714269 29.63643215], 4605, 15
[98.28907269 55.93122245  2.52995213 29.60192885], 4635, 15
[43.60873857 19.20116065  1.85119462 29.58467721], 4650, 15
[21.08138674 86.96602314  0.         29.53292233], 4695, 15
[27.02378708 64.2629747   3.33980624 29.51567071], 4710, 15
[25.27578899 10.61991758  0.         29.42941272], 4785, 15
[69.77741672 45.84760429  0.         29.41216113], 4800, 15
[95.53517527 22.96943447  0.         29.39490956], 4815, 15
[10.82665802 61.48066928  3.26255366 29.32590332], 4875, 15
[ 0.61254082 88.36055651  1.88734687 29.30865177], 4890, 15
[64.95588671 73.66264109  4.67136498 29.29140023], 4905, 15
[58.80843143 39.38585981  2.22388716 29.2741487 ], 4920, 15
[46.18497174  7.22049206  3.743185   29.25689717], 4935, 15
[41.38165694 94.97179424  0.         29.23964565], 4950, 15
[88.02499319 99.26613839  1.83090287 29.22239414], 4965, 15
[74.93244268 81.08915898  0.         29.20514263], 4980, 15
[10.00087069 67.47768676  4.97886124 29.18789112], 4995, 15
[36.76143045 83.19814065  4.04123454 29.17063963], 5010, 15
[40.54753072 87.25535054  5.36835424 29.15338814], 5025, 15
[62.08718621 42.54922952  0.         29.13613665], 5040, 15
[51.55381585 56.15118491  0.         29.08438223], 5085, 15
[57.53435126 96.1043251   2.38295371 29.04987932], 5115, 15
[ 0.66893101 10.98355081  0.96357542 29.01537642], 5145, 15
[43.65950025 27.85227842  1.8237108  28.99812499], 5160, 15
[75.58774573 92.40573113  0.         28.98087356], 5175, 15
[68.77495626 13.4971714   3.09594916 28.94637071], 5205, 15
[40.09017749 23.59002861  0.         28.9291193 ], 5220, 15
[64.05676632 66.72580656  2.03803199 28.8946165 ], 5250, 15
[95.60356768  0.78809092  0.         28.8773651 ], 5265, 15
[84.78350414  2.14284599  2.33476652 28.84286233], 5295, 15
[62.82729038 66.96403482  2.57451926 28.80835959], 5325, 15
[60.45062129 80.34603684  0.         28.77385687], 5355, 15
[16.8266311  93.17841749  0.         28.75660552], 5370, 15
[12.0937246  46.3314334   0.         28.73935418], 5385, 15
[38.95973853 99.06193996  0.         28.72210284], 5400, 15
[24.9267203  59.59815099  4.94120585 28.70485151], 5415, 15
[49.46418319 93.10173333  1.629398   28.68760018], 5430, 15
[64.41244293 60.3693439   3.80041231 28.63584624], 5475, 15
[ 3.99865846 20.23137394  4.73578865 28.60134365], 5505, 15
[82.73528447 90.10825814  2.60148525 28.58409236], 5520, 15
[97.0744712   0.15205244  0.         28.51508727], 5580, 15
[39.06610818 40.02558037  0.         28.49783601], 5595, 15
[73.22962209 68.28209734  0.7556744  28.48058476], 5610, 15
[24.67162601 16.5346711   3.28369334 28.46333352], 5625, 15
[55.25932303  6.74943154  0.         28.44608228], 5640, 15
[87.95953433 12.16339631  0.65256562 28.42883105], 5655, 15
[32.32696052 36.61251772  6.38088063 28.39432861], 5685, 15
[89.22557693 22.08752584  5.19344338 28.37707739], 5700, 15
[27.67536119 66.5792147   2.49944566 28.35982619], 5715, 15
[80.46270497 86.76674708  0.         28.27357025], 5790, 15
[18.75325148 79.61261759  6.05271025 28.25631909], 5805, 15
[82.9544737  77.33893031  0.         28.22181677], 5835, 15
[ 2.6683991   1.28116901  4.93600533 28.20456562], 5850, 15
[21.68962797  8.38165501  0.         28.11830998], 5925, 15
[12.30914957 99.17418966  0.         28.06655667], 5970, 15
[33.84922588 82.8030676   2.44273497 28.04930558], 5985, 15
[86.04170825 19.57626466  4.9484781  28.0320545 ], 6000, 15
[72.31653446 26.88839262  4.37583589 27.98030129], 6045, 15
[75.50799275  7.28421594  3.7255702  27.94579918], 6075, 15
[44.53384418 70.00057288  0.         27.87679504], 6135, 15
[88.18551236  1.5443647   0.         27.85954403], 6150, 15
[74.72095885 79.07360564  0.         27.84229302], 6165, 15
[18.00812928 64.02875788  3.87078406 27.82504201], 6180, 15
[15.51551122 78.24719079  4.43555286 27.79054002], 6210, 15
[75.07762515 14.87890977  0.         27.75603806], 6240, 15
[33.52743936  9.7610831   5.02660047 27.70428517], 6285, 15
[28.37101586 30.76798968  6.75163092 27.66978327], 6315, 15
[60.61907951 66.95216892  3.41159253 27.65253233], 6330, 15
[90.45480667 12.8107495   5.23477108 27.6352814 ], 6345, 15
[19.25384663 58.9122366   4.30964136 27.60077956], 6375, 15
[53.47032621 46.89766152  7.08045715 27.54902685], 6420, 15
[39.8991347  43.33193084  5.1967802  27.53177596], 6435, 15
[22.30539782  9.66285818  1.02981579 27.51452508], 6450, 15
[67.46974047 10.59743901  6.62176258 27.48002333], 6480, 15
[97.36288778 18.99696154  6.15143492 27.44552161], 6510, 15
[29.35849776 23.84194196  3.31862957 27.42827076], 6525, 15
[48.90323243 54.23987278  0.         27.41101992], 6540, 15
[24.16631185 20.73984529  2.43229269 27.37651825], 6570, 15
[59.65833498 98.07053036  1.45795354 27.29026421], 6645, 15
[34.22972646 90.76330792  2.11422403 27.27301342], 6660, 15
[98.3349704  13.11015477  4.54179166 27.2212611 ], 6705, 15
[36.99745344 47.65826223  6.12344419 27.20401034], 6720, 15
[68.12357056 94.62928893  0.         27.18675958], 6735, 15
[49.74239462 22.09496855  0.         27.16950884], 6750, 15
[78.85396899 69.24397675  0.         27.13500737], 6780, 15
[54.07845478 27.16277845  3.4669769  27.01425243], 6885, 15
[28.3395287   8.02276071  7.34378067 26.99700176], 6900, 15
[11.85505674 79.41831747  0.         26.96250043], 6930, 15
[39.77926654  8.87948867  3.47016962 26.92799912], 6960, 15
[73.5508893  30.80036713  6.19633424 26.91074848], 6975, 15
[85.28293037 64.17316708  5.90662077 26.89349785], 6990, 15
[70.24631664 32.01854538  5.99973885 26.8589966 ], 7020, 15
[33.72256199 58.14392777  6.31520414 26.84174599], 7035, 15
[52.06635305  7.89746211  2.85573239 26.80724478], 7065, 15
[18.19831149  6.79715668  3.15558097 26.78999419], 7080, 15
[ 2.39993549  2.9679099   5.97595234 26.77274361], 7095, 15
[48.41502395 43.72789786  6.47018541 26.73824246], 7125, 15
[11.12260487 43.22679745  0.         26.7209919 ], 7140, 15
[72.79841299 46.50714938  2.91657106 26.70374134], 7155, 15
[92.29008657  3.27520486  4.22643895 26.66924025], 7185, 15
[ 2.01557406 23.79137992  2.28897262 26.61748867], 7230, 15
[39.5719366  58.03000516  0.         26.60023816], 7245, 15
[28.21862563 38.95875066  7.77856824 26.58298765], 7260, 15
[33.99743922 84.73633689  5.72147184 26.54848667], 7290, 15
[41.25188309 22.11535206  5.20012301 26.51398571], 7320, 15
[92.05873594 50.64830961  6.82908735 26.49673524], 7335, 15
[45.10767928 39.18678643  3.49235076 26.46223432], 7365, 15
[41.01925335  5.81929495  5.58253485 26.42773344], 7395, 15
[25.66192016 57.31158975  6.31374288 26.41048301], 7410, 15
[ 5.25397186 59.69399361  6.25174118 26.35873175], 7455, 15
[24.45446256 72.38793575  6.99668128 26.32423096], 7485, 15
[ 7.78557374 39.57943538  2.66447349 26.30698057], 7500, 15
[78.12580086 44.07477488  8.70122158 26.28973019], 7515, 15
[55.88712398 78.23997073  4.02441353 26.25522945], 7545, 15
[79.01174796 34.81159073  6.85626635 26.2034784 ], 7590, 15
[66.72059802 81.52991337  1.64981354 26.1344771 ], 7650, 15
[45.93140327 48.06229556  5.0475885  26.06547592], 7710, 15
[54.3004119  31.2273284   5.24952589 26.03097538], 7740, 15
[55.8486608  94.30571578  5.99574066 26.01372512], 7755, 15
[86.88224748 93.03415233  7.49762008 25.97922462], 7785, 15
[13.23289958 23.62716514  7.53276296 25.94472416], 7815, 15
[74.82237382 22.63849677  5.33421453 25.89297351], 7860, 15
[80.60063279 98.19557923  0.         25.87572331], 7875, 15
[10.81492818  9.12903387  4.89904626 25.84122294], 7905, 15
[92.80541114 10.59012111  5.0717545  25.82397276], 7920, 15
[84.7934515  91.68276671  7.72003586 25.80672259], 7935, 15
[71.18248711 73.79550893  8.94145258 25.78947243], 7950, 15
[80.25654244 50.73513744  5.73198249 25.72047187], 8010, 15
[34.53297335 33.59211131  8.53944054 25.70322174], 8025, 15
[48.52004511 57.78340792  1.82751527 25.65147142], 8070, 15
[66.69861643 22.0133546   0.         25.63422133], 8085, 15
[63.37543115 54.24710128  4.53652924 25.61697125], 8100, 15
[87.80092204 78.79776786  3.81524975 25.51347091], 8190, 15
[52.10530752 27.34968517  7.49385948 25.49622089], 8205, 15
[63.54194503 18.90770362  7.06216277 25.44447085], 8250, 15
[93.97692802 74.72823905  7.34969402 25.42722085], 8265, 15
[60.94225108 75.86050789  8.94226053 25.40997086], 8280, 15
[47.41670398  2.91207638  9.05422226 25.37547091], 8310, 15
[76.88283867 89.92115495  2.97786217 25.35822095], 8325, 15
[12.83204907 29.79671915  7.38231645 25.28922117], 8385, 15
[61.78274319 73.81096939  9.45133207 25.27197124], 8400, 15
[43.29311656 53.32811569  7.30251254 25.20297162], 8460, 15
[28.09858966 53.61956555  7.52662486 25.15122199], 8505, 15
[73.58178906 64.91322269  2.58185775 25.09947244], 8550, 15
[56.57205342  1.66192564  7.17787287 25.04772295], 8595, 15
[ 5.02775812 81.0513374   8.90720115 25.03047314], 8610, 15
[41.56063906 24.52164262  5.75074376 24.99597354], 8640, 15
[61.704954   61.84780967  7.30837157 24.97872376], 8655, 15
[35.79153359 73.30574215  5.10595704 24.96147398], 8670, 15
[21.84331325 64.97428937  9.30147295 24.92697445], 8700, 15
[ 0.80357432 13.9680522   8.29651187 24.89247495], 8730, 15
[29.85904325 25.06128555  8.60552554 24.87522521], 8745, 15
[57.12370843 58.77046451  5.06270997 24.85797548], 8760, 15
[29.51554069 60.62103944  8.01470149 24.84072576], 8775, 15
[68.16175126  2.02631601  9.57905861 24.78897665], 8820, 15
[19.57820189 63.51324558  9.10519542 24.71997795], 8880, 15
[22.11170701 86.15399572  5.75620072 24.68547865], 8910, 15
[11.11465159 44.42505216  4.60604173 24.65097939], 8940, 15
[16.59780904 80.00487607  9.50499193 24.63372977], 8955, 15
[79.77107448 84.54752401  4.8078948  24.59923055], 8985, 15
[85.42735399 62.22341443  8.38400382 24.54748179], 9030, 15
[24.01529899 10.88075649  7.49890643 24.53023222], 9045, 15
[52.81356275 31.76721471  8.27049221 24.51298266], 9060, 15
[88.15484567 38.99188954  7.18891341 24.49573311], 9075, 15
[13.09626605 83.71796232  7.42907207 24.42673499], 9135, 15
[19.33788081 67.61444581  8.76737238 24.40948548], 9150, 15
[28.24275408  6.82363317 10.19259158 24.37498649], 9180, 15
[67.0506562  87.844303    3.84262147 24.34048753], 9210, 15
[68.07487485  2.03908266 10.52995703 24.32323806], 9225, 15
[45.82305157 58.07767592  5.45685243 24.28873916], 9255, 15
[30.33479247 88.7623691   5.29818937 24.27148972], 9270, 15
[57.28902611 46.73660427  9.7090428  24.18524265], 9345, 15
[45.25551087  3.01359747 10.27968592 24.15074388], 9375, 15
[95.82250869 41.2646147   5.75473113 24.0989958 ], 9420, 15
[ 3.47871741 58.24062136  8.23744296 24.08174646], 9435, 15
[51.11859979 61.89870909  8.51647978 24.06449712], 9450, 15
[ 0.07714963 25.72056153  3.61860648 24.0472478 ], 9465, 15
[63.10133023 28.50118235  5.82349358 24.01274917], 9495, 15
[86.11485519 92.28051313 10.04312789 23.99549987], 9510, 15
[30.96226204 85.43028359  6.92789117 23.97825058], 9525, 15
[94.27524063 93.41568956 11.14401221 23.9610013 ], 9540, 15
[53.73294586  3.14951136  7.81489319 23.94375203], 9555, 15
[66.81330131 54.94790107  6.39309465 23.90925351], 9585, 15
[81.06204934 36.46312484 10.20131717 23.82300737], 9660, 15
[39.79392573 99.73655704  5.27058791 23.80575817], 9675, 15
[72.59900135 85.23223343  3.45509175 23.78850898], 9690, 15
[26.09013131 54.02643584  8.31764713 23.7712598 ], 9705, 15
[17.12938071 85.18459758  7.35051432 23.71951231], 9750, 15
[71.0890629  84.34200999  4.34483213 23.68501402], 9780, 15
[97.46374248 61.23979127  7.35566812 23.6677649 ], 9795, 15
[ 9.69653563 46.98610038  7.68480422 23.65051578], 9810, 15
[42.90067635 25.47676412  8.18483319 23.61601757], 9840, 15
[78.90675187 12.55811853  5.20116983 23.56427032], 9885, 15
[82.02790878 95.26942314  7.81707018 23.54702126], 9900, 15
[55.40236305 43.45296034 10.99953643 23.52977221], 9915, 15
[38.35987591 76.12267228  6.6118948  23.51252316], 9930, 15
[47.9481757  76.90754492  6.05672134 23.4780251 ], 9960, 15
[46.45861957 24.99077785  9.58164863 23.44352708], 9990, 15
[67.82811996 44.69257984  8.26094362 23.42627808], 10005, 15
[85.80466934 91.31841078 11.00717002 23.37453114], 10050, 15
[ 1.40748655 42.74369737  6.65371861 23.34003323], 10080, 15
[29.9030184  97.02871763  0.         23.30553536], 10110, 15
[49.06900313 71.23913709 10.07700964 23.27103752], 10140, 15
[22.05700478 22.50984842  8.95649681 23.23653972], 10170, 15
[31.90804277 71.24359919  7.57810325 23.21929084], 10185, 15
[21.73847039 32.1861752  10.35369238 23.20204196], 10200, 15
[37.86772311 65.57710037  6.53639436 23.18479309], 10215, 15
[70.40441798 26.82686566  9.29215698 23.16754424], 10230, 15
[33.67177222 34.40000929 11.46521117 23.15029539], 10245, 15
[12.03950824 80.09531811  8.61672471 23.11579773], 10275, 15
[13.24216855 29.39758344  9.98354996 23.09854891], 10290, 15
[13.4995835  66.94507362 10.70440249 23.0813001 ], 10305, 15
[68.49529838 60.96726695  8.22459756 23.04680251], 10335, 15
[69.28639618  8.22418143 11.10788184 23.01230496], 10365, 15
[88.39821458 55.09851985  9.92860036 22.9950562 ], 10380, 15
[87.06431375 53.40306493  9.85550452 22.92606126], 10440, 15
[57.44343914 16.72964218 12.04423321 22.90881255], 10455, 15
[ 5.57366751 33.63194912  3.68422906 22.85706647], 10500, 15
[51.18291985 74.76512223  9.23602251 22.80532049], 10545, 15
[74.05921561 42.32307026 11.52468914 22.78807184], 10560, 15
[47.2860569  42.66609643 10.63798816 22.77082321], 10575, 15
[22.69081023  2.53641585  8.27532463 22.70182878], 10635, 15
[29.51364368 44.1326382   9.85383095 22.66733162], 10665, 15
[26.42602289  1.26959704  9.68295833 22.61558596], 10710, 15
[95.5420807  15.020378   11.35094006 22.59833743], 10725, 15
[ 2.69069882 29.95185843  4.43138851 22.5810889 ], 10740, 15
[67.90512163 52.77895743  5.65618843 22.54659189], 10770, 15
[27.06075398 76.83179397 11.53375377 22.51209491], 10800, 15
[80.3557179  43.64126403 12.72629793 22.49484644], 10815, 15
[55.57983733 33.21837499 10.81293283 22.46034952], 10845, 15
[52.79092435 94.06536251  8.65203469 22.44310108], 10860, 15
[90.54018132 48.6698845  10.66644073 22.42585265], 10875, 15
[ 2.04684161  4.21334342 10.64518194 22.39135582], 10905, 15
[19.09143106  9.15369188  8.72849165 22.37410742], 10920, 15
[63.82233855 63.42022689  9.77959728 22.35685902], 10935, 15
[68.79543191 83.19409286  7.999192   22.32236227], 10965, 15
[44.19733956 38.15113231  9.25015768 22.28786556], 10995, 15
[27.17435169  0.16262854 10.10363581 22.25336889], 11025, 15
[22.49121628 70.8611184  11.46865506 22.23612057], 11040, 15
[ 9.42768603 66.99425459 12.40277642 22.18437568], 11085, 15
[ 1.01840002 56.38030833  8.86992371 22.14987914], 11115, 15
[58.65657935 30.47498035  7.65783615 22.11538263], 11145, 15
[87.13088654 53.66253343 11.19202226 22.04638975], 11205, 15
[81.50131719 71.57059255  7.86715417 22.02914156], 11220, 15
[55.03838032 25.0386005  11.00828398 21.97739704], 11265, 15
[68.8485655  40.102989   10.58485152 21.94290075], 11295, 15
[96.90185239 48.20945927 11.01304528 21.9084045 ], 11325, 15
[50.263168   53.55229375  9.36404475 21.89115639], 11340, 15
[ 6.97146812 28.27172329 10.47101786 21.8739083 ], 11355, 15
[35.49482361  9.57627974 11.67473457 21.83941213], 11385, 15
[73.66940319 27.48682111 11.86852772 21.80491601], 11415, 15
[ 6.91191426 82.79599089 12.59927881 21.75317191], 11460, 15
[ 8.14157609 18.14427277 12.27017462 21.7359239 ], 11475, 15
[41.82527332 96.55805413  9.64112024 21.7186759 ], 11490, 15
[39.93483039 20.30931232 11.47767932 21.70142791], 11505, 15
[39.93283902 88.51890097 13.16952803 21.68417993], 11520, 15
[34.09196559 19.64234404 11.6085565  21.64968401], 11550, 15
[73.72683611 88.00578344  6.19536292 21.61518813], 11580, 15
[45.83171495 64.31759857 10.70303567 21.5979402 ], 11595, 15
[86.06802746  0.94501365 10.13118865 21.5461965 ], 11640, 15
[ 8.80346222 69.14339732 13.27868395 21.52894862], 11655, 15
[43.12689831 50.33417164 11.02396671 21.49445289], 11685, 15
[32.1818433  98.94608916  3.69398095 21.45995721], 11715, 15
[24.67450518 37.56230213 12.14685214 21.44270938], 11730, 15
[19.55621194 65.3844067  12.51855239 21.42546157], 11745, 15
[13.83033268 93.10507593 13.38750038 21.3737182 ], 11790, 15
[41.52528923 54.38562719 11.09091586 21.35647043], 11805, 15
[31.10324189 92.19111781  8.17084653 21.33922267], 11820, 15
[83.11366479 21.88369822 11.78142566 21.28747947], 11865, 15
[19.37566692 60.19869695 12.52116904 21.27023176], 11880, 15
[13.48884475 84.70054621 11.97503451 21.23573637], 11910, 15
[ 6.8666087  21.67635374 12.2479197  21.16674572], 11970, 15
[41.13211502 34.07488006 10.58425913 21.04601254], 12075, 15
[16.23049665 83.18757563 12.37121469 21.02876499], 12090, 15
[70.54769507  2.1319532  13.3866213  21.01151745], 12105, 15
[32.30665763 11.68364035 12.43476264 20.99426992], 12120, 15
[74.95835123 73.4029826  12.93873998 20.9597749 ], 12150, 15
[ 6.30025696 11.55853531 12.49382489 20.90803245], 12195, 15
[58.55332027 81.14194235 11.0125481  20.87353754], 12225, 15
